name	critic-score	audience-score	rating	genres	director_score	writer_score	actor_score	theater-date	streaming-date	box-office	runtime	studio
French Twist (Gazon maudit)1995	55%	62%	R	"Art House & International,Comedy"	71.5	55	"55.5,62.5,71.5,79.0"	"Jan 18, 1995Â wide"	5-Aug-03	NA	105 minutes	NA
Last Summer in the Hamptons (1995)	64%	46%	R (adult situations/language)	"Art House & International,Comedy,Drama"	47	64.5	"64.5,74.0,48.0,54.0"	"Sep 13, 1995Â wide"	12-Aug-08	NA	105 minutes	NA
Age of Heroes2011	40%	24%	NR	"Art House & International,Drama,Special Interest"	40	40	"47.5,21.0,39.0,31.5"	NA	23-Jan-12	NA	108 minutes	Metrodome Group
The Iron Lady2012	51%	51%	PG-13 (for some violent images and brief nudity)	"Art House & International,Drama"	55	51	"72.0,76.0,66.0,50.0"	"Jan 13, 2012Â wide"	10-Apr-12	"$29,959,436 "	104 minutes	The Weinstein Co.
The Wipers Times2013	88%	82%	PG-13	"Art House & International,Drama,Television"	88	88	"64.0,75.0,90.0,78.5"	NA	15-Jul-14	NA	90 minutes	PBS Home Video
Battle Royale2000	87%	89%	NR	"Action & Adventure,Art House & International,Drama,Mystery & Suspense"	50	60	"82.0,58.5,78.0,61.0"	"Jan 1, 2000Â wide"	20-Mar-12	NA	114 minutes	NA
Hurricane Streets (1997)	88%	78%	R	"Art House & International,Drama"	24	24	"60.0,77.0,45.5,88.0"	"Jan 21, 1997Â wide"	17-Nov-98	NA	90 minutes	NA
Ben X (2007)	68%	80%	NR	"Art House & International,Drama,Mystery & Suspense"	68	68	"53.0,82.0,68.0,68.0"	"Sep 26, 2007Â wide"	10-Mar-09	NA	93 minutes	Film Movement
Bonsi2012	83%	59%	NR	"Art House & International,Documentary,Drama"	69.5	69.5	"65.0,83.0,83.0,69.5"	"May 11, 2012Â limited"	21-Aug-12	"$21,163 "	95 minutes	Strand Releasing
Storm (Sturm)2009	82%	65%	NR	"Art House & International,Drama"	84	84	"77.0,83.5,53.0,88.0"	"Oct 30, 2009Â wide"	4-May-10	NA	103 minutes	Film Movement
Seve the Movie	73%	70%	NR	"Art House & International,Documentary,Drama,Sports & Fitness"	86.5	63.5	"73.0,73.0,73.0,73.0"	"Mar 25, 2016Â limited"	14-Jun-16	NA	124 minutes	Level 33 Entertainment
Black Girl (La noire de...) (1966)	95%	77%	NR	"Art House & International,Drama"	95	NA	"95.0,95.0,95.0,95.0"	"Jan 1, 1966Â wide"	22-Nov-05	NA	60 minutes	NA
The Raid: Redemption2012	86%	87%	"R (for strong brutal bloody violence throughout, and language)"	"Action & Adventure,Art House & International,Drama"	80	80	"76.5,85.5,43.0,83.0"	"Mar 23, 2012Â limited"	14-Aug-12	"$1,200,000 "	100 minutes	Sony Pictures Classics
Todo sobre mi madre (All About My Mother)1999	98%	93%	"R (for sexuality including strong sexual dialogue, language and some drug content)"	"Art House & International,Comedy,Drama"	82	82	"59.5,78.0,73.5,69.0"	"Apr 16, 1999Â wide"	26-Oct-06	NA	101 minutes	Sony Pictures Classics
Unmistaken Child (2009)	81%	88%	PG	"Art House & International,Documentary,Faith & Spirituality"	81	81	79	"Jun 3, 2009Â wide"	3-Nov-09	NA	102 minutes	Ocilloscope Pictures
"South of Heaven, West of Hell2000"	14%	26%	"R (for strong violence, language and some sexuality)"	"Action & Adventure,Art House & International,Drama,Western"	61	NA	"61.0,46.5,49.0,53.0"	"Dec 15, 2000Â wide"	21-Aug-01	NA	132 minutes	NA
The Bridge (Die Brcke) (1959)	100%	87%	NR	"Art House & International,Drama"	82	100	"69.0,97.5,95.5,100.0"	"Oct 22, 1959Â wide"	28-Jul-98	NA	106 minutes	NA
Disorder (Maryland)	73%	52%	NR	"Art House & International,Drama,Mystery & Suspense"	73	73	"75.0,54.5,73.0,73.0"	"Aug 12, 2016Â limited"	12-Aug-16	"$38,337 "	101 minutes	NA
Dim Sum Funeral2008	0%	36%	R (for brief drug use and sexuality)	"Art House & International,Comedy,Drama"	0	19	"47.0,63.0,17.5,29.0"	"Nov 8, 2008Â wide"	21-Jul-09	NA	95 minutes	NA
Une Vieille Matresse (The Last Mistress) (An Old Mistress)2007	77%	59%	NR	"Art House & International,Drama"	73.5	73.5	"57.0,77.0,68.0,77.0"	"May 25, 2007Â wide"	1-Mar-09	"$621,567 "	115 minutes	IFC Films
The Tree of Wooden Clogs (L'albero degli Zoccoli)1979	100%	87%	NR	"Art House & International,Drama"	71	71	"100.0,100.0,100.0,100.0"	"Jun 1, 1979Â wide"	13-Jul-04	NA	185 minutes	NA
Raajneeti (2010)	14%	64%	NR	"Art House & International,Classics,Drama"	40.5	45	"57.0,14.0,55.0,46.5"	"Jun 4, 2010Â wide"	12-Aug-10	"$2,000,000 "	170 minutes	UTV Distribution
A Conspiracy of Faith (Flaskepost fra P)2016	100%	65%	NR	"Art House & International,Drama,Mystery & Suspense"	86.5	88	"70.5,71.0,96.0,80.0"	"Jun 17, 2016Â limited"	17-Jun-16	NA	112 minutes	NA
Detective Dee and the Mystery of the Phantom Flame2011	80%	62%	"PG-13 (for violence, disturbing images and some sexuality)"	"Action & Adventure,Art House & International,Mystery & Suspense"	67	50	"67.5,77.0,21.0,60.0"	"Sep 2, 2011Â limited"	13-Dec-11	"$489,955 "	122 minutes	Indomina Media
The Notebook (2014)	68%	66%	"R (for disturbing violent and sexual content, nudity and language)"	"Art House & International,Drama"	68	68	"68.0,68.0,68.0,74.5"	"Aug 29, 2014Â limited"	22-Dec-14	NA	112 minutes	Sony Pictures Classics
Autumn Spring (Bab lto)2003	97%	83%	PG-13 (for language)	"Art House & International,Comedy,Documentary,Drama,Musical & Performing Arts"	97	80.5	"100.0,96.5,97.0,64.0"	"Aug 22, 2003Â limited"	2-Dec-03	NA	52 minutes	NA
Mr. Holmes	89%	70%	"PG (for thematic elements, some disturbing images and incidental smoking)"	"Art House & International,Drama,Mystery & Suspense"	71	90.5	"71.0,52.0,62.5,56.0"	"Jul 17, 2015Â limited"	10-Nov-15	"$14,173,994 "	104 minutes	Roadside Attractions
El Aura (The Aura) (2006)	87%	75%	NR	"Action & Adventure,Art House & International,Drama,Mystery & Suspense"	87	87	"87.0,82.0,87.0,90.0"	"Nov 15, 2006Â limited"	10-Apr-07	NA	134 minutes	IFC First Take
The Long Ships1964	50%	38%	NR	"Action & Adventure,Art House & International,Classics,Drama"	60	39.5	"83.0,80.0,86.0,75.0"	"Jun 24, 1964Â wide"	24-Jun-03	NA	126 minutes	NA
The Hawks and the Sparrows (Uccellacci e uccellini)1965	82%	85%	NR	"Art House & International,Comedy"	82	84.5	"85.5,82.5,66.0,80.0"	"Jan 1, 1965Â wide"	5-Apr-05	NA	91 minutes	NA
Dead Snow (Dd sn)2009	68%	56%	NR	"Action & Adventure,Art House & International,Comedy,Horror"	63.5	63.5	"83.0,75.0,72.0,68.0"	"Jun 19, 2009Â wide"	23-Feb-10	NA	91 minutes	IFC
Big Bad Love2001	41%	70%	R (for language and some sexuality)	"Art House & International,Drama"	54	54	"54.0,48.5,73.0,41.0"	"Oct 11, 2001Â wide"	24-Sep-02	"$100,420 "	111 minutes	IFC Films
Here and There (2010)	67%	67%	NR	"Art House & International,Comedy,Drama"	67	67	"67.0,57.5,53.5,67.0"	"May 14, 2010Â wide"	13-Jul-10	NA	90 minutes	Independant Pictures
The Fox & the Child2007	50%	62%	G	"Art House & International,Documentary,Drama,Kids & Family"	92	92	"50.0,70.0,50.0,50.0"	"Nov 28, 2007Â wide"	7-Apr-09	NA	94 minutes	NA
Matador1986	90%	78%	NC17	"Art House & International,Comedy,Mystery & Suspense"	82	82	"50.0,46.0,90.0,90.0"	"Apr 7, 1986Â wide"	8-Dec-09	NA	90 minutes	Cinevista/World Artists
Almost Peaceful (2004)	73%	68%	NR	"Art House & International,Drama"	73	73	"73.0,87.5,79.0,73.5"	"May 1, 2004Â limited"	29-Mar-05	NA	94 minutes	Empire Pictures
Chelsea Walls (2001)	26%	40%	R (for language)	"Art House & International,Drama"	65.5	43	"57.0,50.5,45.5,48.0"	"Sep 21, 2001Â wide"	6-Aug-02	NA	109 minutes	Lions Gate Films
Total Eclipse1995	25%	61%	R	"Art House & International,Drama"	83	50.5	"67.0,62.5,75.0,25.0"	"Nov 3, 1995Â wide"	21-Dec-99	NA	110 minutes	NA
Elle	91%	72%	"R (for violence involving sexual assault, disturbing sexual content, some grisly images, brief graphic nudity, and language)"	"Art House & International,Drama,Mystery & Suspense"	80	39.5	"74.0,75.5,81.5,77.0"	"Nov 11, 2016Â limited"	14-Mar-17	"$2,339,735 "	130 minutes	SBS Productions
Return of the Dragon (The Way of the Dragon) (1974)	89%	86%	"R (nudity, violence)"	"Action & Adventure,Art House & International,Classics,Drama"	71	71	"71.0,89.0,20.0,64.5"	"Aug 7, 1974Â limited"	3-Jul-01	NA	90 minutes	NA
A Summer's Tale2014	98%	83%	G	"Art House & International,Drama,Romance"	91.5	91.5	"65.5,98.0,86.5,98.0"	"Jun 20, 2014Â limited"	18-Nov-14	"$198,126 "	113 minutes	Big World Pictures
Slow Burn2000	11%	9%	"R (adult situations/language, violence)"	"Action & Adventure,Art House & International,Drama,Mystery & Suspense"	11	11	"61.0,62.0,59.0,58.5"	"Jun 1, 2000Â wide"	12-Sep-00	NA	92 minutes	NA
Diary of a Lost Girl (Tagebuch einer Verlorenen) (1929)	100%	88%	NR	"Art House & International,Classics,Drama"	100	NA	"92.0,96.5,100.0,100.0"	NA	13-Nov-01	NA	99 minutes	NA
Bob le Flambeur1955	97%	90%	PG	"Action & Adventure,Art House & International,Classics,Drama,Mystery & Suspense"	96.5	95.5	"86.0,98.5,93.5,97.0"	NA	4-May-04	"$4,623 "	100 minutes	NA
The Way Home (Jibeuro) (2002)	75%	92%	PG (for mild thematic elements and language)	"Art House & International,Drama"	75	75	"75.0,75.0,75.0,75.0"	"Nov 15, 2002Â limited"	6-May-03	"$229,073 "	85 minutes	Lions Gate Films
Attack the Block2011	90%	74%	"R (for creature violence, drug content and pervasive language)"	"Action & Adventure,Art House & International"	86	86	"83.0,66.5,83.5,68.0"	"Jul 29, 2011Â limited"	25-Oct-11	"$800,000 "	88 minutes	Screen Gems
Confucius (2010)	45%	37%	NR	"Art House & International,Drama"	45	67.5	"56.0,67.5,45.0,45.0"	"Jan 28, 2010Â wide"	4-Oct-10	NA	120 minutes	NA
Billion Dollar Brain (1967)	50%	41%	NR	"Action & Adventure,Art House & International,Classics,Drama,Mystery & Suspense"	61.5	63.5	"62.5,82.5,90.0,50.0"	"Jan 1, 1967Â limited"	7-Oct-14	NA	111 minutes	NA
Strike! (1998)	67%	73%	"PG-13 (for teen sex-related material, language and substance misuse)"	"Art House & International,Comedy"	67	67	"62.5,67.0,67.0,53.5"	"Sep 4, 1998Â wide"	6-Jun-00	NA	110 minutes	Miramax
Bananas! (2009)	83%	44%	NR	"Art House & International,Documentary,Special Interest"	79.5	NA	"83.0,83.0,83.0,83.0"	"Jun 20, 2009Â wide"	11-May-15	NA	87 minutes	WG Film
The Chaser (Chugyeogja)2008	80%	89%	NR	"Action & Adventure,Art House & International,Drama,Mystery & Suspense"	86	86	"75.0,86.5,80.0,80.0"	"Feb 1, 2008Â wide"	4-Aug-09	NA	124 minutes	IFC Films
Now Is Good2012	56%	64%	"PG-13 (for mature thematic material involving illness, sexuality, and drugs, and for brief strong language)"	"Art House & International,Drama"	64	64	"40.5,62.0,80.0,43.5"	NA	8-Jan-13	NA	103 minutes	Sony Pictures
Tokyo Story (Tky monogatari) (1953)	100%	93%	G	"Art House & International,Drama"	100	100	"100.0,100.0,89.0,100.0"	"Nov 3, 1953Â wide"	30-Oct-03	NA	134 minutes	NA
Gallipoli (1981)	90%	83%	"PG (adult situations/language, nudity, violence)"	"Art House & International,Drama"	87	NA	"60.0,80.0,90.0,59.0"	"Aug 7, 1981Â wide"	29-Jun-99	NA	110 minutes	Paramount Home Video
Precious Life (2011)	100%	88%	NR	"Art House & International,Documentary,Special Interest"	100	100	"63.5,100.0"	"Feb 25, 2011Â limited"	22-Feb-11	NA	90 minutes	HBO/Bleiberg Entertainment
Don't Come Knocking (2006)	43%	59%	R (for language and brief nudity)	"Art House & International,Comedy,Drama"	82	67	"67.0,65.0,60.5,43.0"	"Mar 17, 2006Â limited"	8-Aug-06	"$345,961 "	122 minutes	Sony Pictures Classics
She Gets What She Wants (2005)	36%	37%	"PG-13 (adult situations/language, sex)"	"Art House & International,Comedy"	38	36	"36.0,36.0,31.5,40.0"	"Jan 9, 2005Â wide"	22-Mar-05	NA	90 minutes	LionsGate Entertainment
Tiptoes2004	29%	22%	R	"Art House & International,Comedy,Drama"	35.5	35.5	"63.0,64.0,45.0,36.0"	"Aug 3, 2004Â wide"	3-Aug-04	NA	91 minutes	NA
Kill Zone 2 (Saat po long 2)	100%	64%	NR	"Action & Adventure,Art House & International,Drama,Mystery & Suspense"	66.5	100	"48.0,74.0,78.0,72.5"	"May 13, 2016Â limited"	13-May-16	NA	120 minutes	NA
Assault On Wall Street2013	25%	41%	R (for strong violence and pervasive language)	"Action & Adventure,Art House & International,Drama,Mystery & Suspense"	4	4	"38.0,25.0,58.0,47.0"	"May 10, 2013Â limited"	29-Jul-13	NA	97 minutes	Phase 4 Films
La Sierra (2005)	100%	92%	NR	"Art House & International,Documentary,Drama,Special Interest"	100	NA	"100.0,100.0,100.0,100.0"	"Jan 22, 2005Â wide"	20-Feb-07	NA	95 minutes	NA
The Healer	17%	51%	NR	"Art House & International,Comedy,Drama,Kids & Family"	17	17	"23.0,22.0,34.0,54.0"	"Sep 28, 2018Â limited"	28-Sep-18	NA	113 minutes	AMBI Media Group
Kika (1993)	57%	71%	R	"Art House & International,Comedy,Drama"	82	82	"67.5,54.0,55.5,78.5"	NA	26-Nov-97	NA	115 minutes	NA
The Company2003	72%	49%	"PG-13 (for brief strong language, some nudity and sexual content)"	"Art House & International,Drama,Musical & Performing Arts"	77	72	"53.0,53.0,50.5,53.0"	"Dec 25, 2003Â wide"	1-Jun-04	NA	112 minutes	Sony Pictures Classics
Ong Bak 32011	43%	36%	R (for strong violence and bloody images)	"Action & Adventure,Art House & International,Drama"	48	48	"48.0,43.0,57.5,45.5"	"Jan 14, 2011Â wide"	8-Feb-11	"$14,498 "	94 minutes	Magnet Releasing
Cold Comfort Farm (1996)	83%	81%	PG (adult situations/language)	"Art House & International,Comedy"	72	83	"45.0,57.0,71.0,49.0"	"May 10, 1996Â wide"	25-Feb-03	NA	105 minutes	NA
The Rocking Horse Winner1949	83%	67%	NR	"Art House & International,Classics,Drama,Kids & Family,Mystery & Suspense"	83	83	"83.0,100.0,72.0,77.5"	"Jan 1, 1949Â wide"	24-Sep-02	NA	91 minutes	NA
Time and Tide (Shun liu Ni liu)2001	64%	73%	R (for pervasive strong violence and brief drug use)	"Action & Adventure,Art House & International,Drama"	67	56	"53.0,57.0,67.0,64.0"	"May 11, 2001Â limited"	7-Aug-01	NA	113 minutes	NA
Four Sheets to the Wind (2007)	100%	59%	R (for language and some sexuality)	"Art House & International,Drama"	80	80	"79.0,38.0,69.0,56.0"	"Jan 22, 2007Â wide"	6-Nov-07	NA	81 minutes	NA
The Strange Color of Your Body's Tears2014	49%	42%	NR	"Art House & International,Drama,Mystery & Suspense"	63.5	63.5	"49.0,64.0,49.0,86.0"	"Aug 29, 2014Â limited"	9-Dec-14	NA	102 minutes	NA
"Polina (Polina, danser sa vie)"	84%	56%	NR	"Art House & International,Drama"	84	84	"70.0,84.0,84.0,81.5"	"Aug 25, 2017Â limited"	9-Jan-18	"$161,531 "	112 minutes	Oscilloscope Laboratories
Nails2017	44%	20%	NR	"Art House & International,Horror"	38.5	56	"60.0,44.0,44.0,46.0"	"Oct 25, 2017Â limited"	17-Nov-17	NA	85 minutes	Dark Sky Films
Che: Part One (The Argentine)2009	67%	75%	R (for some violence)	"Art House & International,Drama"	77	58.5	"70.0,52.5,58.5,55.0"	"Jan 24, 2009Â wide"	14-Jul-09	"$1,543,029 "	262 minutes	NA
Why Don't You Play in Hell?2014	79%	80%	NR	"Action & Adventure,Art House & International"	79	79	"79.0,74.0,74.5,79.0"	"Nov 7, 2014Â limited"	27-Jan-15	NA	126 minutes	Drafthouse Films
Caterina in the Big City (2003)	89%	77%	NR	"Art House & International,Comedy,Drama"	82	82	"92.0,68.0,89.0,89.0"	"Jan 1, 2003Â wide"	20-Dec-05	NA	106 minutes	Empire Films
Blind Spot: Hitler's Secretary (2002)	86%	70%	PG (for thematic material)	"Art House & International,Documentary,Special Interest"	86	NA	86	"Oct 10, 2002Â wide"	28-Oct-03	NA	87 minutes	Sony Pictures Classics
Tully (2002)	81%	75%	R	"Art House & International,Drama"	81	29	"41.0,60.0,75.0,58.5"	"Nov 1, 2002Â wide"	17-Jun-03	NA	102 minutes	Small Planet
The Turning2015	85%	54%	NR	"Art House & International,Drama"	84	69.5	"71.0,76.0,76.5,56.0"	NA	31-Aug-15	NA	180 minutes	Madman Entertainment
Underground1995	85%	96%	NR	"Art House & International,Comedy,Drama"	85	85	"69.0,71.0,85.0,79.0"	"Jun 20, 1995Â wide"	23-Dec-03	NA	192 minutes	NA
Broken Embraces2009	81%	75%	"R (for sexual content, language and some drug material)"	"Art House & International,Comedy,Drama,Mystery & Suspense"	82	82	"38.0,55.0,80.0,70.0"	"Nov 20, 2009Â wide"	16-Mar-10	"$4,900,000 "	128 minutes	Sony Pictures Classics
Vive l'Amour (1994)	83%	84%	NR	"Art House & International,Drama"	83.5	76.5	"83.0,79.0,83.5,78.0"	"Sep 14, 1994Â wide"	31-Mar-98	NA	118 minutes	NA
Something Wild1986	89%	69%	"R (adult situations/language, nudity, violence)"	"Art House & International,Comedy,Drama"	88	47	"53.5,57.0,43.5,51.0"	"Oct 22, 1986Â wide"	5-Jun-01	NA	113 minutes	NA
Love and Death on Long Island1998	86%	57%	"PG-13 (For brief strong language, thematic elements and some sexual content)"	"Art House & International,Comedy,Drama"	82.5	82.5	"61.0,64.0,43.0,52.0"	"Mar 6, 1998Â wide"	1-Feb-00	NA	93 minutes	NA
Cassandra's Dream (2007)	46%	49%	"PG-13 (for thematic elements, some sexual material and some sexuality)"	"Art House & International,Drama,Mystery & Suspense"	75	75	"63.0,62.0,68.5,82.5"	"Oct 8, 2007Â wide"	27-May-08	"$871,646 "	105 minutes	The Weinstein Co.
Ixcanul	100%	75%	NR	"Art House & International,Drama"	100	100	"100.0,100.0,100.0,100.0"	"Aug 19, 2016Â limited"	17-Jan-17	"$292,923 "	91 minutes	NA
X: Night of Vengeance2011	70%	37%	NR	"Art House & International,Drama,Mystery & Suspense"	70	70	"35.0,76.0,82.0,72.5"	"Apr 8, 2011Â limited"	29-Aug-11	NA	99 minutes	IFC
Lower City (Cidade Baixa) (2006)	60%	57%	"R (for strong sexual content, nudity, language, some violence and drug use)"	"Art House & International,Drama"	74	68.5	"44.0,63.0,64.0,62.0"	"Feb 14, 2006Â wide"	12-Sep-06	NA	110 minutes	Palm Pictures
Contract Killer (2002)	80%	54%	R (violence)	"Action & Adventure,Art House & International,Comedy"	80	77.5	"64.0,64.0,78.0"	"Jul 30, 2002Â wide"	29-Sep-98	NA	99 minutes	NA
The Broken Circle Breakdown2013	82%	85%	NR	"Art House & International,Drama"	69	87.5	"82.0,69.5,82.0,84.0"	"Nov 1, 2013Â limited"	11-Mar-14	NA	112 minutes	Tribeca Film
Jackie Chan's First Strike1996	57%	56%	"PG-13 (adult situations/language, violence)"	"Action & Adventure,Art House & International,Comedy,Drama,Mystery & Suspense"	60.5	57	"60.0,57.0,57.0,71.5"	"Feb 10, 1996Â wide"	2-Mar-99	NA	110 minutes	NA
Purgatory House (2003)	80%	50%	R (for drug content)	"Art House & International,Drama"	80	80	"80.0,45.5,42.0,80.0"	"Sep 20, 2003Â wide"	16-Jan-07	NA	97 minutes	NA
Killing Bono2011	56%	47%	"R (for pervasive language, some sexuality/nudity and drug use)"	"Art House & International,Comedy"	56	56	"50.0,47.0,67.0,37.0"	"Nov 4, 2011Â limited"	16-Jan-12	NA	114 minutes	Cinedigm Entertainment
Porcile (1969)	50%	65%	NR	"Art House & International,Comedy,Drama"	84.5	84.5	"96.0,86.0,50.0,80.0"	"Jan 1, 1969Â wide"	29-Mar-05	NA	90 minutes	NA
The Night Eats the World (La nuit a dvor le monde)	79%	52%	NR	"Art House & International,Drama,Horror,Mystery & Suspense"	79	79	"80.0,74.0,80.0,79.0"	"Jul 13, 2018Â limited"	13-Jul-18	NA	94 minutes	NA
The King of Masks (1999)	89%	90%	NR	"Art House & International,Drama"	86	89	"89.0,89.0,89.0,89.0"	"Apr 16, 1999Â wide"	7-Mar-00	NA	101 minutes	NA
The Housemaid2011	70%	54%	NR	"Art House & International,Drama,Mystery & Suspense"	49	49	"72.5,58.5,49.0,70.0"	"Jan 21, 2011Â limited"	7-Jun-11	NA	107 minutes	IFC Films
Prima Ballerina (2009)	81%	100%	NR	"Art House & International,Special Interest"	81	81	"81.0,81.0"	"Jan 16, 2009Â wide"	8-Dec-09	NA	NA	NA
Caterpillar (2011)	83%	53%	NR	"Art House & International,Drama"	88	83	"81.0,83.0,83.0,83.0"	"May 6, 2011Â limited"	17-Jan-12	"$2,109 "	85 minutes	Lorber
The Warring States (Zhan Guo)2011	40%	45%	NR	"Action & Adventure,Art House & International,Drama"	53	40	"67.5,71.5,42.0,NA"	"Apr 12, 2011Â limited"	15-Nov-11	"$67,991 "	130 minutes	NA
The Conformist1970	98%	91%	R	"Art House & International,Drama"	77.5	77.5	"87.0,76.0,98.0,68.0"	"Oct 22, 1970Â wide"	5-Dec-06	NA	115 minutes	NA
A Rage in Harlem (1991)	65%	51%	"R (for violence, sensuality and language)"	"Action & Adventure,Art House & International,Comedy,Drama,Mystery & Suspense"	50	50	"57.5,27.5,58.0,49.5"	"May 3, 1991Â wide"	2-Sep-03	NA	108 minutes	NA
Tango1998	67%	86%	"PG-13 (for sensuality, some disturbing images and brief language)"	"Art House & International,Drama,Musical & Performing Arts"	96	96	"67.0,78.0,53.5,78.5"	"Aug 6, 1998Â wide"	3-Aug-99	NA	115 minutes	NA
Four Minutes2007	75%	85%	G	"Art House & International,Drama"	75	75	"72.0,71.0,75.0,75.0"	"Jun 9, 2007Â wide"	7-Oct-08	NA	112 minutes	EuropaCorp. Distribution
Wah-Wah2006	53%	62%	R	"Art House & International,Comedy,Drama"	53	53	"51.0,64.0,51.0,70.0"	"Jan 15, 2006Â wide"	21-Nov-06	"$159,111 "	120 minutes	Samuel Goldwyn Films
Chariots of Fire1981	83%	80%	PG (adult situations/language)	"Art House & International,Drama,Sports & Fitness"	69	83	"42.5,85.0,71.5,71.0"	"Sep 25, 1981Â wide"	27-Aug-97	NA	124 minutes	NA
NA												
London River (2011)	91%	67%	NR	"Art House & International,Drama"	76	76	"79.5,56.0,76.0,75.0"	"Dec 7, 2011Â limited"	5-Mar-12	"$1,044 "	87 minutes	Cinema Libre
Il Tuo Vizio  una Stanza Chiusa e Solo Io ne ho la Chiave (Your Vice Is a Locked Room and Only I Have the Key)1972	100%	66%	NR	"Art House & International,Drama,Horror,Mystery & Suspense"	71.5	NA	"94.0,71.0,100.0,86.5"	"Aug 4, 1972Â wide"	27-Sep-05	NA	92 minutes	NA
The Young Karl Marx (Le jeune Karl Marx)	60%	72%	NR	"Art House & International,Drama"	79.5	79.5	"63.0,50.0,71.0,85.0"	"Feb 23, 2018Â limited"	6-Mar-18	"$58,277 "	118 minutes	NA
